Creature Life;Creature Status;Collected Jewels;Completed Leaflets;Amount Learned Rules;Success Rate;Time[s]
1841;WINNER;5111;1516;16;0.823465507876154;8
1842;WINNER;5114;1517;15;0.823561346362649;12
1843;WINNER;5117;1518;18;0.823657080846446;37
1844;WINNER;5120;1519;16;0.823752711496746;28
1845;WINNER;5123;1520;10;0.823848238482385;16
1846;WINNER;5126;1521;8;0.823943661971831;19
1847;WINNER;5129;1522;10;0.824038982133189;3
1848;WINNER;5132;1523;14;0.824134199134199;6
1849;LOOSER;5134;1523;20;0.8236884802596;7
1850;WINNER;5137;1524;15;0.823783783783784;37
1851;WINNER;5140;1525;22;0.823878984332793;17
1852;WINNER;5143;1526;20;0.823974082073434;43
1853;LOOSER;5144;1526;7;0.823529411764706;47
1854;LOOSER;5146;1526;4;0.823085221143474;57
1855;WINNER;5149;1527;11;0.823180592991914;24
1856;LOOSER;5151;1527;10;0.822737068965517;17
1857;LOOSER;5153;1527;17;0.822294022617124;36
1858;WINNER;5156;1528;10;0.822389666307858;11
1859;WINNER;5159;1529;10;0.822485207100592;5
1860;WINNER;5162;1530;13;0.82258064516129;53
1861;WINNER;5165;1531;14;0.822675980655562;33
1862;WINNER;5168;1532;10;0.822771213748657;37
1863;WINNER;5171;1533;8;0.822866344605475;18
1864;WINNER;5174;1534;6;0.822961373390558;36
1865;WINNER;5177;1535;16;0.823056300268097;45
1866;WINNER;5180;1536;13;0.823151125401929;13
1867;WINNER;5183;1537;24;0.823245848955544;25
1868;WINNER;5186;1538;15;0.823340471092077;3
1869;WINNER;5189;1539;15;0.823434991974318;35
1870;WINNER;5192;1540;15;0.823529411764706;21
1871;WINNER;5195;1541;8;0.823623730625334;5
1872;WINNER;5198;1542;11;0.823717948717949;41
1873;WINNER;5201;1543;7;0.823812066203951;34
1874;WINNER;5204;1544;9;0.823906083244397;14
1875;LOOSER;5205;1544;7;0.823466666666667;47
1876;WINNER;5208;1545;9;0.823560767590618;38
1877;WINNER;5211;1546;8;0.823654768247203;34
1878;LOOSER;5213;1546;5;0.82321618743344;37
1879;WINNER;5216;1547;17;0.823310271420969;57
1880;WINNER;5219;1548;19;0.823404255319149;12
1881;LOOSER;5221;1548;11;0.822966507177033;27
1882;WINNER;5224;1549;18;0.823060573857598;18
1883;WINNER;5227;1550;5;0.82315454062666;19
1884;WINNER;5230;1551;12;0.823248407643312;20
1885;WINNER;5233;1552;15;0.823342175066313;42
1886;WINNER;5236;1553;20;0.823435843054083;55
1887;WINNER;5239;1554;17;0.823529411764706;59
1888;WINNER;5242;1555;16;0.823622881355932;26
1889;WINNER;5245;1556;17;0.823716251985177;31
1890;LOOSER;5246;1556;11;0.823280423280423;47
1891;LOOSER;5248;1556;12;0.822845055526177;27
1892;WINNER;5251;1557;13;0.822938689217759;3
1893;WINNER;5254;1558;16;0.823032223983096;5
1894;WINNER;5257;1559;27;0.823125659978881;38
1895;WINNER;5260;1560;22;0.823218997361478;22
1896;WINNER;5263;1561;12;0.82331223628692;7
1897;WINNER;5266;1562;16;0.823405376910912;36
1898;LOOSER;5268;1562;10;0.822971548998946;17
1899;WINNER;5271;1563;13;0.82306477093207;21
1900;WINNER;5274;1564;12;0.823157894736842;17
1901;LOOSER;5275;1564;12;0.822724881641241;57
1902;WINNER;5278;1565;9;0.822818086225026;12
1903;WINNER;5281;1566;16;0.822911192853389;16
1904;WINNER;5284;1567;2;0.823004201680672;17
1905;WINNER;5287;1568;16;0.823097112860892;56
1906;LOOSER;5289;1568;9;0.822665267576076;37
1907;WINNER;5292;1569;21;0.822758259045621;18
1908;WINNER;5295;1570;18;0.822851153039832;4
1909;WINNER;5298;1571;19;0.822943949711891;20
1910;WINNER;5301;1572;7;0.82303664921466;20
1911;WINNER;5304;1573;17;0.82312925170068;53
1912;WINNER;5307;1574;8;0.823221757322176;52
1913;WINNER;5310;1575;15;0.823314166231051;13
1914;LOOSER;5312;1575;12;0.822884012539185;17
1915;WINNER;5315;1576;9;0.822976501305483;49
1916;WINNER;5318;1577;17;0.823068893528184;34
1917;WINNER;5321;1578;23;0.823161189358372;18
1918;LOOSER;5323;1578;16;0.822732012513034;37
1919;WINNER;5326;1579;14;0.822824387701928;48
1920;WINNER;5329;1580;10;0.822916666666667;20
1921;WINNER;5332;1581;17;0.823008849557522;23
1922;WINNER;5335;1582;9;0.823100936524454;51
1923;WINNER;5338;1583;22;0.823192927717109;9
1924;WINNER;5341;1584;14;0.823284823284823;59
1925;WINNER;5344;1585;10;0.823376623376623;32
1926;WINNER;5347;1586;12;0.823468328141225;5
1927;WINNER;5350;1587;7;0.823559937727037;21
1928;LOOSER;5352;1587;9;0.823132780082988;44
1929;WINNER;5355;1588;20;0.823224468636599;20
1930;WINNER;5358;1589;19;0.823316062176166;59
1931;WINNER;5361;1590;12;0.823407560849301;38
1932;WINNER;5364;1591;18;0.823498964803313;18
1933;WINNER;5367;1592;11;0.823590274185204;37
1934;WINNER;5370;1593;19;0.823681489141675;31
1935;WINNER;5373;1594;8;0.823772609819121;44
1936;WINNER;5376;1595;20;0.823863636363636;0
1937;WINNER;5379;1596;30;0.823954568921012;24
1938;LOOSER;5380;1596;15;0.823529411764706;37
1939;WINNER;5383;1597;14;0.823620422898401;12
1940;WINNER;5386;1598;18;0.823711340206186;12
1941;WINNER;5389;1599;10;0.823802163833076;34
1942;WINNER;5392;1600;11;0.82389289392379;25
1943;WINNER;5395;1601;13;0.823983530622748;1
1944;WINNER;5398;1602;10;0.824074074074074;3
1945;WINNER;5401;1603;19;0.824164524421594;0
1946;WINNER;5404;1604;7;0.824254881808839;12
1947;WINNER;5407;1605;12;0.824345146379045;35
1948;WINNER;5410;1606;8;0.824435318275154;43
1949;WINNER;5413;1607;16;0.824525397639815;27
1950;WINNER;5416;1608;12;0.824615384615385;6
1951;WINNER;5419;1609;21;0.824705279343926;10
1952;WINNER;5422;1610;13;0.824795081967213;1
1953;WINNER;5425;1611;11;0.824884792626728;19
1954;WINNER;5428;1612;11;0.824974411463664;53
1955;WINNER;5431;1613;18;0.825063938618926;0
1956;WINNER;5434;1614;19;0.825153374233129;55
1957;WINNER;5437;1615;19;0.825242718446602;11
1958;WINNER;5440;1616;19;0.825331971399387;44
1959;WINNER;5443;1617;17;0.82542113323124;39
1960;WINNER;5446;1618;19;0.825510204081633;28
1961;WINNER;5449;1619;14;0.82559918408975;20
1962;LOOSER;5450;1619;5;0.825178389398573;7
1963;WINNER;5453;1620;11;0.825267447784004;19
1964;WINNER;5456;1621;20;0.825356415478615;18
1965;WINNER;5459;1622;12;0.825445292620865;37
1966;WINNER;5462;1623;10;0.825534079348932;10
1967;WINNER;5465;1624;19;0.825622775800712;41
1968;WINNER;5468;1625;22;0.825711382113821;54
1969;WINNER;5471;1626;17;0.825799898425597;53
1970;LOOSER;5472;1626;12;0.825380710659898;47
1971;WINNER;5475;1627;5;0.82546930492136;34
1972;WINNER;5478;1628;17;0.825557809330629;26
1973;WINNER;5481;1629;4;0.825646224024328;38
1974;LOOSER;5483;1629;5;0.825227963525836;27
1975;WINNER;5486;1630;30;0.825316455696202;48
1976;WINNER;5489;1631;10;0.825404858299595;6
1977;WINNER;5492;1632;17;0.825493171471927;40
1978;LOOSER;5493;1632;13;0.825075834175935;27
1979;WINNER;5496;1633;11;0.825164224355735;57
1980;WINNER;5499;1634;10;0.825252525252525;27
1981;WINNER;5502;1635;8;0.825340737001514;28
1982;WINNER;5505;1636;16;0.825428859737639;20
1983;WINNER;5508;1637;18;0.825516893595562;2
1984;WINNER;5511;1638;2;0.825604838709677;17
1985;WINNER;5514;1639;21;0.825692695214106;22
1986;WINNER;5517;1640;13;0.825780463242699;49
1987;WINNER;5520;1641;9;0.825868142929039;16
1988;WINNER;5523;1642;16;0.825955734406439;55
1989;WINNER;5526;1643;13;0.826043237807944;8
1990;WINNER;5529;1644;14;0.826130653266332;39
1991;WINNER;5532;1645;9;0.826217980914113;44
1992;WINNER;5535;1646;9;0.826305220883534;57
1993;WINNER;5538;1647;19;0.826392373306573;8
1994;WINNER;5541;1648;10;0.826479438314945;30
1995;WINNER;5544;1649;6;0.8265664160401;32
1996;LOOSER;5546;1649;10;0.826152304609218;37
1997;LOOSER;5548;1649;9;0.825738607911868;37
1998;WINNER;5551;1650;10;0.825825825825826;21
1999;WINNER;5554;1651;22;0.825912956478239;40
2000;WINNER;5557;1652;11;0.826;22
2001;WINNER;5560;1653;21;0.826086956521739;19
2002;WINNER;5563;1654;20;0.826173826173826;18
2003;LOOSER;5565;1654;8;0.825761357963055;27
2004;WINNER;5568;1655;8;0.825848303393214;51
2005;WINNER;5571;1656;9;0.825935162094763;49
2006;WINNER;5574;1657;18;0.826021934197408;36
2007;WINNER;5577;1658;15;0.826108619830593;14
2008;LOOSER;5579;1658;13;0.825697211155379;37
2009;WINNER;5582;1659;18;0.825783972125436;11
2010;WINNER;5585;1660;16;0.825870646766169;7
2011;WINNER;5588;1661;16;0.825957235206365;15
2012;LOOSER;5590;1661;6;0.825546719681909;49
2013;WINNER;5593;1662;9;0.825633383010432;48
2014;LOOSER;5595;1662;16;0.825223435948361;57
2015;WINNER;5598;1663;19;0.82531017369727;38
2016;LOOSER;5599;1663;5;0.824900793650794;47
2017;WINNER;5602;1664;15;0.824987605354487;36
2018;WINNER;5605;1665;22;0.825074331020813;52
2019;WINNER;5608;1666;6;0.825160970777613;3
2020;WINNER;5611;1667;9;0.825247524752475;35
2021;WINNER;5614;1668;12;0.825333993072736;0
2022;LOOSER;5616;1668;7;0.824925816023739;18
2023;WINNER;5619;1669;16;0.82501235788433;42
2024;WINNER;5622;1670;18;0.825098814229249;22
2025;WINNER;5625;1671;21;0.825185185185185;6
2026;WINNER;5628;1672;8;0.825271470878578;22
2027;WINNER;5631;1673;12;0.825357671435619;49
2028;WINNER;5634;1674;11;0.825443786982249;52
2029;WINNER;5637;1675;25;0.82552981764416;11
2030;WINNER;5640;1676;24;0.825615763546798;5
2031;LOOSER;5641;1676;20;0.82520925652388;57
2032;WINNER;5644;1677;23;0.825295275590551;30
2033;LOOSER;5646;1677;8;0.824889326119036;7
2034;WINNER;5649;1678;12;0.824975417895772;13
2035;LOOSER;5651;1678;7;0.824570024570025;37
2036;WINNER;5654;1679;21;0.824656188605108;33
2037;WINNER;5657;1680;7;0.824742268041237;30
2038;WINNER;5660;1681;12;0.824828263002944;4
2039;WINNER;5663;1682;36;0.824914173614517;12
2040;WINNER;5666;1683;18;0.825;40
2041;WINNER;5669;1684;19;0.825085742283195;40
2042;LOOSER;5670;1684;12;0.824681684622919;56
2043;WINNER;5673;1685;15;0.824767498776309;27
2044;WINNER;5676;1686;19;0.824853228962818;27
2045;WINNER;5679;1687;10;0.824938875305623;2
2046;WINNER;5682;1688;11;0.825024437927664;58
2047;LOOSER;5684;1688;18;0.824621397166585;17
2048;WINNER;5687;1689;8;0.82470703125;33
2049;WINNER;5690;1690;11;0.824792581747194;7
2050;WINNER;5693;1691;11;0.824878048780488;46
2051;WINNER;5696;1692;10;0.824963432471965;13
2052;WINNER;5699;1693;27;0.82504873294347;52
2053;WINNER;5702;1694;13;0.82513395031661;49
2054;WINNER;5705;1695;10;0.825219084712756;35
2055;WINNER;5708;1696;13;0.825304136253041;58
2056;WINNER;5711;1697;19;0.825389105058366;42
2057;WINNER;5714;1698;26;0.825473991249392;37
2058;LOOSER;5715;1698;6;0.825072886297376;27
2059;WINNER;5718;1699;13;0.825157843613405;55
2060;WINNER;5721;1700;17;0.825242718446602;44
2061;WINNER;5724;1701;27;0.825327510917031;45
2062;WINNER;5727;1702;7;0.82541222114452;41
2063;WINNER;5730;1703;11;0.825496849248667;38
2064;WINNER;5733;1704;14;0.825581395348837;44
2065;WINNER;5736;1705;10;0.825665859564165;55
2066;WINNER;5739;1706;27;0.825750242013553;53
2067;WINNER;5742;1707;17;0.825834542815675;39
2068;WINNER;5745;1708;12;0.825918762088975;14
2069;WINNER;5748;1709;12;0.826002899951667;42
2070;WINNER;5751;1710;13;0.826086956521739;16
2071;WINNER;5754;1711;14;0.826170931916948;21
2072;WINNER;5757;1712;21;0.826254826254826;12
2073;WINNER;5760;1713;15;0.826338639652677;58
2074;WINNER;5763;1714;12;0.82642237222758;18
2075;WINNER;5766;1715;16;0.826506024096386;37
2076;WINNER;5769;1716;9;0.826589595375723;57
2077;WINNER;5772;1717;24;0.826673086181993;59
2078;WINNER;5775;1718;28;0.826756496631376;32
2079;WINNER;5778;1719;11;0.826839826839827;28
2080;LOOSER;5780;1719;28;0.826442307692308;37
2081;WINNER;5783;1720;14;0.826525708793849;5
2082;WINNER;5786;1721;14;0.826609029779059;21
2083;LOOSER;5788;1721;11;0.826212193951032;57
2084;LOOSER;5790;1721;9;0.825815738963532;27
2085;WINNER;5793;1722;14;0.82589928057554;51
2086;LOOSER;5794;1722;14;0.825503355704698;27
2087;WINNER;5797;1723;10;0.825586966938189;2
2088;LOOSER;5798;1723;6;0.825191570881226;37
2089;WINNER;5801;1724;17;0.825275251316419;8
2090;WINNER;5804;1725;16;0.825358851674641;13
2091;LOOSER;5806;1725;18;0.824964131994261;37
2092;WINNER;5809;1726;20;0.825047801147228;16
2093;WINNER;5812;1727;26;0.825131390348782;52
2094;WINNER;5815;1728;20;0.825214899713467;5
2095;WINNER;5818;1729;13;0.825298329355609;20
2096;WINNER;5821;1730;4;0.825381679389313;17
2097;WINNER;5824;1731;11;0.825464949928469;34
2098;LOOSER;5825;1731;15;0.825071496663489;57
2099;WINNER;5828;1732;21;0.825154835636017;3
2100;WINNER;5831;1733;22;0.825238095238095;40
2101;WINNER;5834;1734;12;0.825321275583056;25
2102;WINNER;5837;1735;19;0.825404376784015;14
2103;WINNER;5840;1736;11;0.825487398953875;45
2104;WINNER;5843;1737;22;0.825570342205323;39
2105;WINNER;5846;1738;20;0.825653206650831;30
2106;WINNER;5849;1739;24;0.825735992402659;27
2107;LOOSER;5850;1739;17;0.825344091124822;8
2108;WINNER;5853;1740;21;0.825426944971537;22
2109;WINNER;5856;1741;12;0.825509720246562;58
2110;WINNER;5859;1742;18;0.825592417061611;5
2111;LOOSER;5861;1742;7;0.825201326385599;53
2112;LOOSER;5862;1742;8;0.824810606060606;53
2113;LOOSER;5864;1742;18;0.824420255560814;43
2114;LOOSER;5866;1742;10;0.8240302743614;28
2115;LOOSER;5868;1742;15;0.823640661938534;3
2116;WINNER;5871;1743;18;0.823724007561437;10
2117;LOOSER;5872;1743;12;0.823334907888521;30
2118;LOOSER;5874;1743;8;0.822946175637394;28
2119;LOOSER;5876;1743;9;0.822557810287872;1
2120;WINNER;5879;1744;11;0.822641509433962;9
2121;LOOSER;5881;1744;9;0.822253653936822;56
2122;WINNER;5884;1745;20;0.822337417530632;40
2123;LOOSER;5886;1745;7;0.821950070654734;12
2124;WINNER;5889;1746;9;0.822033898305085;42
2125;LOOSER;5890;1746;8;0.821647058823529;32
2126;WINNER;5893;1747;23;0.82173095014111;23
2127;LOOSER;5895;1747;11;0.821344616831218;22
2128;LOOSER;5897;1747;6;0.820958646616541;52
2129;WINNER;5900;1748;8;0.821042743071865;15
